날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2023-09-22","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","리코타치즈샐러드(01)(02)(05)(12)(16)","79.01kcal","","","3449.35kcal"
"2023-09-22","남양유업,과수원청포도,190ml","84.51kcal","배(신고)","34.03kcal","깍두기(수의계약)(09)","13.3kcal","","","3449.35kcal"
"2023-09-23","베이컨구이(02)(05)(10)","29kcal","쇠고기덮밥(01)(05)(06)(16)(18)","505.79kcal","밥","250kcal","","","3531.09kcal"
"2023-09-23","스크램블에그(01)(05)(06)(12)","218.39kcal","김치찌개(05)(06)(09)(10)","84.71kcal","햄소시지찌개(05)(06)(10)","219.77kcal","","","3531.09kcal"
"2023-09-23","야채샐러드(05)(06)(12)","32.9kcal","크림떡볶이(05)","466.91kcal","순대야채볶음(05)(06)","272.65kcal","","","3531.09kcal"
"2023-09-23","가공우유(딸기맛)(02)(05)","82.5kcal","하와이안찹스테이크(05)(10)","375.64kcal","궁중닭찜(05)(06)(15)","265.92kcal","","","3531.09kcal"
"2023-09-23","브라운브레드(06)(12)","467.95kcal","배추김치(다수공급자)","7.5kcal","깍두기(수의계약)(09)","13.3kcal","","","3531.09kcal"
"2023-09-23","우유(백색우유(200ML,연간))(02)","122kcal","바나나","76.8kcal","사과(홍로)","39.36kcal","","","3531.09kcal"
"2023-09-24","닭죽(15)","469.58kcal","스팸마요덮밥(01)(05)(06)(10)(13)","656.77kcal","흑미밥","261.25kcal","","","3050.70kcal"
"2023-09-24","맛김","0kcal","참치김치찌개(05)","72.96kcal","사골우거지국(완)(16)","301.41kcal","","","3050.70kcal"
"2023-09-24","감자조림(05)(06)(18)","172.15kcal","대패삼겹살소시지구이(05)(10)","577.4kcal","애호박나물(05)(09)","158.55kcal","","","3050.70kcal"
"2023-09-24","오징어젓무침(17)","33.69kcal","오이파프리카무침","8.48kcal","치킨텐더(01)(05)","180.86kcal","","","3050.70kcal"
"2023-09-24","가공우유(초코맛)(02)","94kcal","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","","","3050.70kcal"
"2023-09-24","배추김치(다수공급자)","7.5kcal","","","해태에이치티비,코코팜망고코넛,340ml","41.1kcal","","","3050.70kcal"
"2023-09-25","밥","250kcal","잡곡밥","253.9kcal","밥","250kcal","","","2748.06kcal"
"2023-09-25","쇠고기미역국(05)(06)(16)","44.57kcal","닭곰탕(15)","212.03kcal","시래기감자탕(완)","130kcal","","","2748.06kcal"
"2023-09-25","비엔나소시지케찹볶음(05)(06)(10)(12)","157.41kcal","쭈꾸미야채볶음(05)(06)","115.9kcal","버팔로윙(05)(06)(15)","483.8kcal","","","2748.06kcal"
"2023-09-25","명란젓","5.24kcal","계란찜(01)(05)","117.67kcal","소떡소떡(05)","418.05kcal","","","2748.06kcal"
"2023-09-25","순두부양념장(05)(06)","34.15kcal","파채콩나물무침","21.93kcal","유자드레싱샐러드(11)","96.48kcal","","","2748.06kcal"
"2023-09-25","배추김치(다수공급자)","7.5kcal","총각김치","1.73kcal","백김치","14.7kcal","","","2748.06kcal"
"2023-09-25","우유(백색우유(200ML,연간))(02)","122kcal","","","젤리","11kcal","","","2748.06kcal"
"2023-09-26","밥","250kcal","스파게티(05)(12)","272.53kcal","자장밥(10)","459.01kcal","","","3065.41kcal"
"2023-09-26","감자계란국(01)(05)(06)(09)","64.23kcal","마늘바게트","300kcal","짬뽕찌개(05)(06)(09)(17)","52.98kcal","","","3065.41kcal"
"2023-09-26","두부김치(05)(06)(10)","205.36kcal","아란치니(02)(05)(10)","673.8kcal","고구마맛탕(05)(06)","368.4kcal","","","3065.41kcal"
"2023-09-26","사각어묵야채볶음(05)(06)","83.61kcal","만다린오렌지샐러드","87.2kcal","계란후라이(완)(01)(05)","89kcal","","","3065.41kcal"
"2023-09-26","맛김","0kcal","무&비트피클(완)","30kcal","단무지무침(05)(06)(13)","13.49kcal","","","3065.41kcal"
"2023-09-26","깍두기(수의계약)(09)","13.3kcal","","","배추김치(다수공급자)","7.5kcal","","","3065.41kcal"
"2023-09-26","매일유업,썬업파인애플,200ml","95kcal","","","","","","","3065.41kcal"
"2023-09-27","장조림버터비빔밥(01)(05)(06)(16)","446.36kcal","잡곡밥","253.9kcal","밥","250kcal","","","2867.82kcal"
"2023-09-27","콩나물김치국(09)","26.68kcal","청국장(05)(09)(16)","89.64kcal","김치찌개(05)(06)(09)(10)","84.71kcal","","","2867.82kcal"
"2023-09-27","베이컨야채볶음(05)(06)(10)","242.04kcal","제육볶음(05)(06)(10)","334.09kcal","쇠고기팽이버섯떡볶음(05)(06)(16)","161.81kcal","","","2867.82kcal"
"2023-09-27","맛김","0kcal","모듬야채&쌈장(05)(06)(18)","42.87kcal","회오리감자(05)","234.6kcal","","","2867.82kcal"
"2023-09-27","총각김치","1.73kcal","명이나물절임(05)(06)","17.5kcal","스크램블에그(01)(05)(06)(12)","218.39kcal","","","2867.82kcal"
"2023-09-27","우유(백색우유(200ML,연간))(02)","122kcal","파김치","0kcal","배추김치(다수공급자)","7.5kcal","","","2867.82kcal"
"2023-09-27","","","","","아이스크림 팩형(02)","334kcal","","","2867.82kcal"
"2023-09-28","밥","250kcal","참치마요덮밥(01)(05)","452.53kcal","콩나물불고기덮밥(05)(06)(10)","584.58kcal","","","3446.44kcal"
"2023-09-28","조갯살미역국(05)(06)(09)(18)","39.05kcal","쇠고기육개장(01)(05)(06)(16)","49.99kcal","배추된장국(05)(06)(09)(16)","57.57kcal","","","3446.44kcal"
"2023-09-28","스팸구이(10)(12)(13)","295.05kcal","버섯강정(01)(05)(06)(12)","409.83kcal","데리야끼갈릭치킨(05)(06)(15)","599.6kcal","","","3446.44kcal"
"2023-09-28","계란말이(01)(12)","57.1kcal","그릴소시지구이(05)(12)","349.05kcal","무&비트피클(완)","30kcal","","","3446.44kcal"
"2023-09-28","쇠고기육전(01)(05)(06)(16)","141kcal","갓김치","0kcal","배추김치(다수공급자)","7.5kcal","","","3446.44kcal"
"2023-09-28","가공우유(바나나맛)(02)","82.5kcal","","","사과(홍로)","39.36kcal","","","3446.44kcal"
"2023-09-28","총각김치","1.73kcal","","","","","","","3446.44kcal"
"2023-09-29","밥","250kcal","밥","250kcal","베이컨김치볶음밥(05)(10)(18)","468.46kcal","","","4444.51kcal"
"2023-09-29","사골떡만둣국(01)(05)(06)(10)(16)","679.68kcal","햄소시지찌개(05)(06)(10)","219.77kcal","순두부찌개(01)(05)(06)(10)(18)","68.12kcal","","","4444.51kcal"
"2023-09-29","잡채(01)(05)(06)(16)","240.08kcal","훈제삼겹살구이/명이나물(01)(02)(05)(06)(10)","611.5kcal","바베큐폭립(05)(10)(12)","384kcal","","","4444.51kcal"
"2023-09-29","메추리알장조림(완)(01)","375.54kcal","오미산적(완)(01)(05)(06)(10)(15)","450.6kcal","닭꼬치(완)(05)","166.15kcal","","","4444.51kcal"
"2023-09-29","낙지젓(17)","48.08kcal","양념고추지","0kcal","배추김치(다수공급자)","7.5kcal","","","4444.51kcal"
"2023-07-06","","","음료수,탄산,콜라","117.5kcal","멜론(여름)","64.8kcal","","","3805.95kcal"
"2023-07-07","차돌깍두기볶음밥(05)(16)","1080kcal","스팸마요덮밥(01)(05)(06)(10)(13)","671.66kcal","스쿨치밥(01)","655.38kcal","","","3641.57kcal"
"2023-07-07","쇠고기당면국(16)","64.53kcal","배추된장국(05)(06)(09)(16)","59.16kcal","쑥갓어묵국(05)(06)(09)","69.2kcal","","","3641.57kcal"
"2023-07-07","맛김","0kcal","견과류멸치볶음","97.97kcal","골뱅이소면무침(06)","322.53kcal","","","3641.57kcal"
"2023-07-07","쥐포조림(05)(06)","100.21kcal","닭꼬치(완)(05)","170.75kcal","야채샐러드(05)(06)","40.56kcal","","","3641.57kcal"
"2023-07-07","계란후라이(계약)(01)","45kcal","배추김치(다수공급자)","7.5kcal","백김치","15.54kcal","","","3641.57kcal"
"2023-07-07","가공우유(딸기맛)(02)(05)","82.5kcal","복숭아(천도)(11)","56.58kcal","매일유업,썬업파인애플,200ml","95kcal","","","3641.57kcal"
"2023-07-07","배추김치(다수공급자)","7.5kcal","","","","","","","3641.57kcal"
"2023-07-08","바베큐폭립(10)(12)","602.8kcal","베이컨김치볶음밥(10)(18)","405.6kcal","데리야끼삼겹살덮밥(05)(06)(10)","784.07kcal","","","3063.50kcal"
"2023-07-08","크로와상(01)(02)(05)(06)","665.4kcal","감자계란국(01)(05)(06)(09)","65.18kcal","쇠고기육개장(01)(05)(06)(16)","87.34kcal","","","3063.50kcal"
"2023-07-08","커피음료","","스크램블에그(01)(05)(06)","100.45kcal","계란후라이(계약)(01)","45kcal","","","3063.50kcal"
"2023-07-08","우유(백색우유(200ML,연간))(02)","122kcal","리코타치즈샐러드(01)(02)(05)(12)(16)","63.01kcal","콩나물매운무침(16)","33.51kcal","","","3063.50kcal"
"2023-07-08","","","깍두기(다수공급자)(09)","13.3kcal","배추김치(다수공급자)","7.5kcal","","","3063.50kcal"
"2023-07-08","","","수박","39.744kcal","자두(78월)","28.6kcal","","","3063.50kcal"
"2023-07-09","밥","225kcal","햄야채볶음밥(05)(10)","275.97kcal","차슈덮밥(02)(05)(10)","352.33kcal","","","2407.86kcal"
"2023-07-09","돼지국밥(완)(10)","361.76kcal","꼬치어묵국(05)(06)(09)","153.31kcal","짬뽕찌개(09)(17)","50.73kcal","","","2407.86kcal"
"2023-07-09","연근조림(완)","43.6kcal","분모자떡볶이(05)(06)(09)(10)","192.75kcal","김말이튀김(05)(06)(13)(16)","205kcal","","","2407.86kcal"
"2023-07-09","부추겉절이(05)(06)","26.71kcal","순대","181.2kcal","계란후라이(계약)(01)","45kcal","","","2407.86kcal"
"2023-07-09","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","","","2407.86kcal"
"2023-07-09","우유(백색우유(200ML,연간))(02)","122kcal","","","매일두유 초콜릿 190ml","150kcal","","","2407.86kcal"
"2023-07-10","밥","225kcal","마커니커리라이스(06)(12)(15)","593.58kcal","간장불고기덮밥","247.5kcal","","","5892.28kcal"
"2023-07-10","콩나물김치국(09)","31.62kcal","유부된장국(05)","84.89kcal","쇠고기미역국(16)","47.63kcal","","","5892.28kcal"
"2023-07-10","베이컨감자채볶음(10)","153.11kcal","치즈롤까스(10)","475kcal","닭강정(05)(06)(15)","3354.97kcal","","","5892.28kcal"
"2023-07-10","새송이버섯야채볶음(05)(06)(10)","269.94kcal","유자드레싱샐러드(11)","97.38kcal","무&비트피클(완)","30kcal","","","5892.28kcal"
"2023-07-10","가공우유(초코맛)(02)","94kcal","깍두기(다수공급자)(09)","13.3kcal","배추김치(다수공급자)","7.5kcal","","","5892.28kcal"
"2023-07-10","열무김치","10.56kcal","사이다","97.5kcal","이온음료","58.8kcal","","","5892.28kcal"
"2023-07-11","밥","225kcal","잡곡밥","237.9kcal","냉모밀(06)","704.67kcal","","","3676.52kcal"
"2023-07-11","감자계란국(01)(05)(06)(09)","65.18kcal","삼계탕(15)","891.51kcal","후리가케밥(01)(05)(06)","227.79kcal","","","3676.52kcal"
"2023-07-11","돼지고기콩나물볶음(05)(06)(10)(18)","268.65kcal","모듬야채&쌈장(05)(06)(18)","51.2kcal","치킨너겟(01)","227.45kcal","","","3676.52kcal"
"2023-07-11","메추리알장조림(완)(01)","375kcal","간장깻잎지","0kcal","계란말이(01)","50kcal","","","3676.52kcal"
"2023-06-26","설렁탕(완)(06)","1304.48kcal","키조개미역국(05)(06)(18)","21.56kcal","감자짜글이(05)(06)(10)(13)(16)","217.51kcal","","","4593.49kcal"
"2023-06-26","새송이버섯야채볶음(05)(06)(10)","290.01kcal","제육볶음(05)(06)(10)","447.18kcal","비엔나소시지케찹볶음(05)(06)(10)","288.53kcal","","","4593.49kcal"
"2023-06-26","맛김","0kcal","조기튀김","106.67kcal","치킨너겟(01)(06)(15)","313.35kcal","","","4593.49kcal"
"2023-06-26","오징어젓무침(17)","35.53kcal","파채무침(05)(06)","23.41kcal","총각김치","15.17kcal","","","4593.49kcal"
"2023-06-26","깍두기(다수공급자)(09)","13.3kcal","백김치","15.54kcal","","","","","4593.49kcal"
"2023-06-26","우유(백색우유(200ML,연간))(02)","122kcal","이온음료","58.8kcal","","","","","4593.49kcal"
"2023-06-26","해태에이치티비,코코팜망고코넛,340ml","122.3kcal","","","","","","","4593.49kcal"
"2023-06-27","밥","363kcal","후리가케밥(01)(05)(06)","365.79kcal","밥","363kcal","","","3760.28kcal"
"2023-06-27","시래기감자탕(완)","259.99kcal","냉모밀(06)","702.67kcal","닭곰탕(15)(16)","224.7kcal","","","3760.28kcal"
"2023-06-27","느타리버섯볶음(16)","63.84kcal","돈가스(01)(05)(06)(10)","695.4kcal","오징어볶음(05)(06)(17)","127.07kcal","","","3760.28kcal"
"2023-06-27","계란말이(01)","103kcal","단무지무침(05)(06)(13)","14.93kcal","계란찜(01)","108.87kcal","","","3760.28kcal"
"2023-06-27","깍두기(다수공급자)(09)","13.3kcal","시저샐러드(01)(10)","155.72kcal","배추김치(다수공급자)","7.5kcal","","","3760.28kcal"
"2023-06-27","유산균 발효 음료(02)","56kcal","배추김치(다수공급자)","7.5kcal","참외,신선형(참외(78월))","38kcal","","","3760.28kcal"
"2023-06-27","","","멜론(여름)","90kcal","","","","","3760.28kcal"
"2023-06-28","밥","363kcal","잡곡밥","380kcal","밥","363kcal","","","3755.56kcal"
"2023-06-28","감자수제비(01)(06)","308.54kcal","순대국(10)","272.6kcal","순두부찌개(01)(05)(06)(10)(16)(18)","103.12kcal","","","3755.56kcal"
"2023-06-28","돼지고기콩나물볶음(05)(06)(10)(18)","292.75kcal","언양식바싹불고기(10)","312.8kcal","닭꼬치(완)(05)","170.75kcal","","","3755.56kcal"
"2023-06-28","맛김","0kcal","잡채어묵조림(05)(06)","261.67kcal","큐브스테이크","608.89kcal","","","3755.56kcal"
"2023-06-28","순두부양념장(05)(06)","48.02kcal","부추겉절이(05)(06)","26.71kcal","오이파프리카무침","25.89kcal","","","3755.56kcal"
"2023-06-28","배추김치(다수공급자)","7.5kcal","파김치","0kcal","열무김치","0kcal","","","3755.56kcal"
"2023-06-28","우유(백색우유(200ML,연간))(02)","122kcal","수박","88.32kcal","주스,카프리썬오렌지망고","","","","3755.56kcal"
"2023-06-29","밥","363kcal","김가루주먹밥","371.6kcal","검은콩밥","330.83kcal","","","3389.02kcal"
"2023-06-29","쇠고기무국(16)","55.69kcal","비빔국수(05)(06)","285.15kcal","김치찌개(05)(10)(16)","96.39kcal","","","3389.02kcal"
"2023-06-29","참치김치볶음","108.13kcal","콩나물국(09)(16)","18.81kcal","차돌박이청경채볶음(05)(06)(16)(18)","120.88kcal","","","3389.02kcal"
"2023-06-29","베이컨감자채볶음(10)","153.11kcal","감자전(완)","390kcal","치킨가라아게(05)(06)(15)","151kcal","","","3389.02kcal"
"2023-06-29","맛김","0kcal","냉채족발(05)(06)(10)(13)","423.7kcal","시금치무침(16)","18.89kcal","","","3389.02kcal"
"2023-06-29","총각김치","15.17kcal","보쌈김치","72kcal","총각김치","15.17kcal","","","3389.02kcal"
"2023-06-29","","","사이다","97.5kcal","우유(백색우유(200ML,연간))(02)","122kcal","","","3389.02kcal"
"2023-06-29","","","","","팥빙수","180kcal","","","3389.02kcal"
"2023-06-30","밥","363kcal","잡곡밥","380kcal","닭고기덮밥(01)(05)(06)(15)","255.98kcal","","","3003.42kcal"
"2023-06-30","사골곰탕","146.71kcal","호박된장찌개(05)(09)(16)","45.97kcal","유부된장국(05)","84.89kcal","","","3003.42kcal"
"2023-06-30","스팸구이(10)(13)","277.75kcal","잡채(05)(06)(16)","106.28kcal","생선가스","167.5kcal","","","3003.42kcal"
"2023-06-30","돼지고기장조림(01)(10)","395kcal","훈제삼겹살구이/명이나물(01)(02)(05)(06)(10)","512.5kcal","콘옥수수야채무침(01)(06)","154.26kcal","","","3003.42kcal"
"2023-06-30","총각김치","15.17kcal","파채무침(05)(06)","23.41kcal","배추김치(다수공급자)","7.5kcal","","","3003.42kcal"
"2023-06-30","농심,카프리썬오렌지,200ml","60kcal","배추김치(다수공급자)","7.5kcal","","","","","3003.42kcal"
"2023-07-01","싸이버거(01)(02)(05)(06)(16)","909kcal","잡곡밥","237.9kcal","밥","225kcal","","","2393.27kcal"
"2023-07-01","해쉬브라운","126kcal","순두부찌개(01)(05)(06)(10)(16)(18)","103.12kcal","닭고기육개장(01)(15)(16)","230.53kcal","","","2393.27kcal"
"2023-07-01","우유(백색우유(200ML,연간))(02)","122kcal","쇠고기불고기(06)(16)","224.22kcal","탕수육(05)(06)","43.3kcal","","","2393.27kcal"
"2023-07-01","","","상추쌈","6.51kcal","오이파프리카무침","25.89kcal","","","2393.27kcal"
"2023-07-01","","","배추김치(다수공급자)","7.5kcal","배추김치(다수공급자)","7.5kcal","","","2393.27kcal"
"2023-07-01","","","멜론(여름)","64.8kcal","농심,카프리썬오렌지,200ml","60kcal","","","2393.27kcal"
"2023-07-02","밥","225kcal","잡곡밥","237.9kcal","흑미밥","213.75kcal","","","2575.82kcal"
"2023-07-02","쇠고기무국(16)","55.69kcal","닭볶음탕(15)","261.11kcal","햄소시지찌개(05)(06)(10)","207.51kcal","","","2575.82kcal"
"2023-07-02","돼지고기김치볶음(10)","212.6kcal","동그랑땡(완제품)","11.5kcal","돈가스(01)(05)(06)(10)","695.4kcal","","","2575.82kcal"
"2023-07-02","맛김","0kcal","깻잎양념무침(05)(06)","30.94kcal","야채샐러드(05)(06)","40.56kcal","","","2575.82kcal"
"2023-07-02","계란찜(01)","73.82kcal","배추김치(다수공급자)","7.5kcal","깍두기(다수공급자)(09)","13.3kcal","","","2575.82kcal"
"2023-07-02","총각김치(09)","13.69kcal","초코과자","275.55kcal","","","","","2575.82kcal"
"2023-06-26","밥","363kcal","잡곡밥","380kcal","달걀케첩볶음밥(01)(18)","455.15kcal","","","4593.49kcal"
"2023-09-15","밥","250kcal","영양밥&부추양념장(05)(06)","334.73kcal","검은콩밥","254.13kcal","","","2527.77kcal"
"2023-09-15","쇠고기육개장(01)(05)(06)(16)","49.99kcal","꽃게탕(08)(09)","42.28kcal","순두부찌개(01)(05)(06)(10)(18)","68.12kcal","","","2527.77kcal"
"2023-09-15","돼지고기콩나물볶음(05)(06)(10)(18)","222.71kcal","돼지고기양장피볶음(05)(06)(10)","204.18kcal","닭갈비(05)(06)(15)","336.25kcal","","","2527.77kcal"
"2023-09-15","애호박나물(05)(09)","158.55kcal","파채무침(05)(06)","17.96kcal","오징어튀김(01)(05)(06)","396.07kcal","","","2527.77kcal"
"2023-09-15","배추김치(다수공급자)","7.5kcal","백김치","14.7kcal","배추김치(다수공급자)","7.5kcal","","","2527.77kcal"
"2023-09-15","우유(백색우유(200ML,연간))(02)","122kcal","","","해태에이치티비,코코팜망고코넛,340ml","41.1kcal","","","2527.77kcal"
"2023-09-16","반미샌드위치(01)(05)(06)(10)","329.2kcal","참치마요구운주먹밥(01)(05)(07)","340kcal","밥","250kcal","","","2283.77kcal"
"2023-09-16","양송이스프(02)(06)","80kcal","유부된장국(05)","88.19kcal","감자짜글이(05)(06)(10)(13)","121.62kcal","","","2283.77kcal"
"2023-09-16","단호박샐러드","13.86kcal","큐브스테이크(05)(06)(10)(12)","444.2kcal","쇠고기불고기(05)(06)(16)","322.34kcal","","","2283.77kcal"
"2023-07-12","사골우거지국(완)(16)","277.41kcal","민어매운탕(09)","67.18kcal","콩나물김치국(09)","31.62kcal","","","2293.90kcal"
"2023-07-12","돼지고기김치볶음(10)","212.6kcal","쇠고기팽이버섯떡볶음(05)(06)(16)","151.49kcal","새우가스(05)(06)(09)","159.5kcal","","","2293.90kcal"
"2023-07-12","사각어묵야채볶음(05)(06)","88.23kcal","청포묵김가루무침(01)(05)(06)","72.61kcal","궁중닭찜(05)(06)(15)","274.91kcal","","","2293.90kcal"
"2023-07-12","깍두기(다수공급자)(09)","13.3kcal","파김치","0kcal","배추김치(다수공급자)","7.5kcal","","","2293.90kcal"
"2023-07-12","우유(백색우유(200ML,연간))(02)","122kcal","","","과일푸딩","126kcal","","","2293.90kcal"
"2023-07-13","참치마요구운주먹밥(01)(05)(07)","340kcal","김가루주먹밥","230.16kcal","밥","225kcal","","","3076.72kcal"
"2023-07-13","쇠고기미역국(16)","47.63kcal","쫄면(01)(06)","301.8kcal","참치김치찌개(05)","72.81kcal","","","3076.72kcal"
"2023-07-13","맛김","0kcal","감자전(완)","390kcal","베이컨야채볶음(05)(06)(10)","153.03kcal","","","3076.72kcal"
"2023-07-13","스크램블에그(01)(05)(06)","100.45kcal","냉채족발(05)(06)(10)(13)","423.7kcal","청양마요치킨(06)(15)","390.8kcal","","","3076.72kcal"
"2023-07-13","깍두기(다수공급자)(09)","13.3kcal","보쌈김치","72kcal","무&비트피클(완)","30kcal","","","3076.72kcal"
"2023-07-13","웅진식품,웅진자연은샤인머스켓,340ml","153kcal","","","백김치","15.54kcal","","","3076.72kcal"
"2023-07-13","","","","","음료수,탄산,콜라","117.5kcal","","","3076.72kcal"
"2023-07-14","밥","225kcal","밥","225kcal","잡곡밥","237.9kcal","","","3227.09kcal"
"2023-07-14","쇠고기무국(16)","55.69kcal","갑오징어물회(05)(06)(17)(18)","248.72kcal","팽이버섯두부국(05)(06)(16)","49.34kcal","","","3227.09kcal"
"2023-07-14","김자반","20kcal","차돌박이청경채볶음(05)(06)(16)(18)","191.81kcal","생선가스","167.5kcal","","","3227.09kcal"
"2023-07-14","그릴소시지구이","260.75kcal","비빔만두","180.29kcal","바베큐폭립(10)(12)","602.8kcal","","","3227.09kcal"
"2023-07-14","돼지고기장조림(01)(10)","395kcal","열무김치","10.56kcal","파채콩나물무침","22.65kcal","","","3227.09kcal"
"2023-07-14","가공우유(딸기맛)(02)(05)","82.5kcal","복숭아(천도)(11)","56.58kcal","배추김치(다수공급자)","7.5kcal","","","3227.09kcal"
"2023-07-14","배추김치(다수공급자)","7.5kcal","","","웅진식품,자연은 제주감귤,180ml","180kcal","","","3227.09kcal"
"2023-07-15","샐러드모닝빵(01)(02)(05)(06)(10)","772.8kcal","후리가케밥(01)(05)(06)","227.79kcal","흑미밥","213.75kcal","","","2755.04kcal"
"2023-07-15","브리또(01)(02)(05)(06)(16)","216kcal","생우동","6.31kcal","짬뽕수제비(06)(09)(17)","267.85kcal","","","2755.04kcal"
"2023-07-15","우유(백색우유(200ML,연간))(02)","122kcal","새우튀김(01)(05)(09)","180kcal","훈제오리볶음(05)(06)(18)","461.82kcal","","","2755.04kcal"
"2023-07-15","","","단무지무침(05)(06)(13)","15.33kcal","쌈무(13)","5kcal","","","2755.04kcal"
"2023-07-15","","","시저샐러드(01)(10)","151.36kcal","오이파프리카무침","25.89kcal","","","2755.04kcal"
"2023-07-15","","","깍두기(다수공급자)(09)","13.3kcal","배추김치(다수공급자)","7.5kcal","","","2755.04kcal"
"2023-07-15","","","수박","39.744kcal","자두(78월)","28.6kcal","","","2755.04kcal"
"2023-07-16","닭죽(15)","454.62kcal","잡곡밥","237.9kcal","밥","225kcal","","","2717.06kcal"
"2023-07-16","맛김","0kcal","햄소시지찌개(05)(06)(10)","207.51kcal","김치찌개(05)(06)(09)(10)(16)","98.99kcal","","","2717.06kcal"
"2023-07-16","메추리알장조림(완)(01)","375kcal","순대야채볶음(05)(06)","209.26kcal","훈제삼겹살구이/명이나물(01)(02)(05)(06)(10)","512.5kcal","","","2717.06kcal"
"2023-07-16","오징어젓무침(17)","36.32kcal","견과류멸치볶음","97.97kcal","쌈무(13)","5kcal","","","2717.06kcal"
"2023-07-16","배추김치(다수공급자)","7.5kcal","깍두기(다수공급자)(09)","13.3kcal","양배추쌈&저염쌈장","22.18kcal","","","2717.06kcal"
"2023-07-16","우유(백색우유(200ML,연간))(02)","122kcal","","","배추김치(다수공급자)","7.5kcal","","","2717.06kcal"
"2023-07-16","","","","","남양유업,과수원청포도,190ml","84.51kcal","","","2717.06kcal"
"2023-07-17","밥","225kcal","비빔밥(05)(06)","327.51kcal","베이컨김치볶음밥(10)(18)","405.6kcal","","","2675.03kcal"
"2023-07-17","설렁탕(완)(06)","124.48kcal","쇠고기육개장(01)(05)(06)(16)","87.34kcal","배추된장국(05)(06)(09)(16)","59.16kcal","","","2675.03kcal"
"2023-07-17","돼지고기김치볶음(10)","212.6kcal","청양마요치킨(06)(15)","390.8kcal","궁중떡볶이(05)(06)(16)","236.26kcal","","","2675.03kcal"
"2023-07-17","계란말이(01)","50kcal","계란후라이(01)","70.18kcal","멘보샤(06)(09)","191.5kcal","","","2675.03kcal"
"2023-07-17","가공우유(바나나맛)(02)","82.5kcal","배추김치(다수공급자)","7.5kcal","깍두기(다수공급자)(09)","13.3kcal","","","2675.03kcal"
"2023-07-17","깍두기(다수공급자)(09)","13.3kcal","우유(백색우유(200ML,연간))(02)","122kcal","유산균 발효 음료(02)","56kcal","","","2675.03kcal"
"2023-07-18","밥","225kcal","물냉면(01)(02)(05)(06)(10)(16)","2960.81kcal","잡곡밥","237.9kcal","","","5377.11kcal"
"2023-07-18","유부어묵국(17)(05)(06)(10)(13)(16)","129.63kcal","김가루주먹밥","230.16kcal","닭볶음탕(15)","261.11kcal","","","5377.11kcal"
"2023-07-18","햄슬라이스야채볶음(02)(05)(06)(10)(15)(16)","146.13kcal","돈육연탄불고기 (05)(06)(10)","368.56kcal","오징어튀김(01)(05)(06)","159.18kcal","","","5377.11kcal"
"2023-07-18","느타리버섯볶음(16)","71.94kcal","백김치","15.54kcal","스팸구이(10)(13)","277.75kcal","","","5377.11kcal"
"2023-07-18","배추김치(다수공급자)","7.5kcal","자두(78월)","28.6kcal","깍두기(다수공급자)(09)","13.3kcal","","","5377.11kcal"
"2023-07-18","우유(백색우유(200ML,연간))(02)","122kcal","","","우유(백색우유(200ML,연간))(02)","122kcal","","","5377.11kcal"
"2023-07-19","밥","225kcal","잡곡밥","237.9kcal","흑미밥","213.75kcal","","","2847.84kcal"
"2023-07-19","조갯살미역국(09)(18)","40.06kcal","호박된장찌개(05)(06)(09)(16)","89.22kcal","순두부찌개(01)(05)(06)(10)(16)(18)","103.12kcal","","","2847.84kcal"
"2023-07-19","돼지고기콩나물볶음(05)(06)(10)(18)","268.65kcal","돼지불고기(05)(06)(10)","458.92kcal","비엔나소시지케찹볶음(05)(06)(10)","288.53kcal","","","2847.84kcal"
"2023-07-19","연근조림(완)","43.6kcal","감자전(완)","390kcal","김말이튀김(05)(06)(13)(16)","205kcal","","","2847.84kcal"
"2023-07-19","깍두기(다수공급자)(09)","13.3kcal","양념고추지","0kcal","오이양파무침(05)(06)","23.99kcal","","","2847.84kcal"
"2023-07-19","우유(백색우유(200ML,연간))(02)","122kcal","쌈무(13)","5kcal","배추김치(다수공급자)","7.5kcal","","","2847.84kcal"
"2023-07-19","","","배추김치(다수공급자)","7.5kcal","해태에이치티비,갈아만든배,238ml","40kcal","","","2847.84kcal"
"2023-07-19","","","멜론(여름)","64.8kcal","","","","","2847.84kcal"
"2023-07-20","밥","225kcal","영양밥&부추양념장(05)(06)","318.7kcal","검은콩밥","206.63kcal","","","2407.40kcal"
"2023-07-20","김치찌개(05)(06)(09)(10)(16)","98.99kcal","광어매운탕","85.47kcal","쑥갓어묵국(05)(06)(09)","69.2kcal","","","2407.40kcal"
"2023-07-20","쇠고기팽이버섯떡볶음(05)(06)(16)","151.49kcal","애호박나물(09)","26.95kcal","돼지고기청경채볶음(05)(06)(10)","276.01kcal","","","2407.40kcal"
"2023-07-20","계란장조림(완제품)","148kcal","닭갈비(05)(06)(15)(16)","222.03kcal","깐쇼새우(05)(06)(09)","349.47kcal","","","2407.40kcal"
