날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"","","","사쪽마늘빵(02)(06)","496.8kcal","콘치즈오븐구이(01)(02)(05)(06)","91.21kcal","","",""
"","","","더블치즈롤카츠(05)(06)(12)(16)(18)","137.5kcal","스크램블에그(01)(05)(12)","122.37kcal","","",""
"","","","깍두기(수의계약)(09)","13.3kcal","백김치(수의)","14.7kcal","","",""
"","","","동아오츠카 나랑드사이다 180ml 캔","50kcal","우유(백색우유(200ML,연간))(02)","135kcal","","",""
"2026-03-08(일)","돼지국밥(완)(10)","612.64kcal","밥","350kcal","불고기포케(05)(06)(10)(12)(18)","713.23kcal","","","3709.98kcal"
"","떡갈비&소스(01)(05)(06)(10)(12)(15)(16)(18)","398.96kcal","얼큰오징어무국(05)(06)(09)(17)","103.98kcal","배추된장국(05)(06)(09)(16)","48.09kcal","","",""
"","부추겉절이(05)(06)","4.19kcal","목살버섯두루치기(05)(06)(10)","399.94kcal","구슬비프스테이크(05)(10)(16)","548.08kcal","","",""
"","석박지(09)","13.3kcal","오이양파무침(05)(06)","22.89kcal","감자샐러드(완)(01)(02)(05)(06)","104.63kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","마시는발효유","93kcal","깍두기(수의계약)(09)","13.3kcal","","",""
"","","","배추김치(다수공급자)","8.75kcal","매일두유 초콜릿 190ml(05)","140kcal","","",""
"2026-03-09(월)","밥","350kcal","곤드레밥&양념장(05)(06)","387.28kcal","밥","350kcal","","","3095.32kcal"
"","새우살감자국(05)(06)(09)","73.53kcal","만두순두부찌개(01)(05)(06)(09)(10)(15)(16)(17)(18)","237.36kcal","어묵김치찌개(05)(06)(09)(10)(16)","196.02kcal","","",""
"","돼지고기김치볶음(05)(06)(10)","213.44kcal","방어순살튀김마늘간장소스(02)(05)(06)(07)(12)(15)(16)(18)","168.56kcal","궁중닭찜(05)(06)(15)(16)","371.81kcal","","",""
"","치즈떡베이컨말이(05)(10)(12)","117.13kcal","옥수수계란찜(01)(05)","110.94kcal","분홍소시지전(05)","102.5kcal","","",""
"","가공우유(딸기)(02)","165kcal","배추겉절이","38kcal","갓김치(09)(18)","8.75kcal","","",""
"","","","상온주스, 매일유업, 피크닉사과, 240mL","70kcal","우유(백색우유(200ML,연간))(02)","135kcal","","",""
"2026-03-10(화)","단호박크림스프(02)(05)(06)(15)","188kcal","잡곡밥","331.17kcal","밥","350kcal","","","3357.80kcal"
"","햄&치즈크로와상(01)(02)(05)(06)(10)","510kcal","순두부백탕(01)(05)(06)(09)(18)","76.89kcal","나가사끼짬뽕국(05)(06)(09)(10)(17)(18)","168.36kcal","","",""
"","파스타샐러드(완)(01)","145.6kcal","매운돼지갈비찜(05)(06)(10)","376.6kcal","돈가스(05)(06)(12)(16)(18)","306.25kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","시래기코다리찜(05)(06)","205.1kcal","스위트콘 마카로니그라탕(02)(05)(06)(09)(12)","339.41kcal","","",""
"","","","핫타이누들샐러드(01)(06)","116.62kcal","깍두기(수의계약)(09)","13.3kcal","","",""
"","","","파김치(05)(09)","10.5kcal","웅진식품,자연은고칼슘오렌지,180ml","85kcal","","",""
"2026-03-11(수)","밥","350kcal","잡곡밥","331.17kcal","아비꼬카레(10)","110.91kcal","","","3067.54kcal"
"","사골시래기된장국(05)(16)","416.06kcal","등뼈감자탕(05)(06)(10)","294.97kcal","유부어묵국(17)(05)(06)","85.34kcal","","",""
"","비엔나소시지케찹볶음(05)(06)(10)(12)(16)","300.52kcal","골뱅이무침&소면(05)(06)(17)","330.86kcal","고추마요치킨(01)(05)(06)","153.06kcal","","",""
"","가쓰오계란말이(01)(05)(06)(12)(15)(18)","122.47kcal","머위나물들깨무침(05)(06)","18.93kcal","오꼬노미야끼(05)(06)(10)(11)(12)(15)(17)(18)","132.9kcal","","",""
"","우유생크림빵(01)(02)(06)","165kcal","석박지(09)","13.3kcal","깍두기(수의계약)(09)","13.3kcal","","",""
"","배추김치(다수공급자)","8.75kcal","","","탄산음료,부대계약","85kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","","","","","","",""
"2026-03-12(목)","밥","350kcal","잔치국수(01)(05)(06)(10)","416.13kcal","밥","350kcal","","","2742.45kcal"
"","쇠고기무국(05)(06)(16)","74.44kcal","마늘보쌈(05)(06)(09)(10)(15)","342.44kcal","우렁강된장찌개(05)(06)(18)","74.11kcal","","",""
"","돼지고기콩나물볶음(05)(06)(10)(18)","212.22kcal","도토리묵무침(05)(06)(16)","50.31kcal","오리불고기(05)(06)","493.03kcal","","",""
"","감자조림(01)(05)(06)(18)","118.93kcal","모듬쌈&우렁쌈장(05)(06)(18)","93.03kcal","오이부추무침(05)(06)","10.31kcal","","",""
"","배추김치(다수공급자)","8.75kcal","배추겉절이","38kcal","드링킹요구르트(사과)(02)(05)","102kcal","","",""
"","스포츠음료또는에너지음료, (주문자상표부착)씨제이제일제당, 얼티브프로틴밤맛, 250mL","","","","배추김치(다수공급자)","8.75kcal","","",""
"2026-03-13(금)","피타브레드샌드위치(01)(05)(06)(10)(12)(13)","874.34kcal","잡곡밥","331.17kcal","김가루주먹밥","149.2kcal","","","3992.39kcal"
"","콘소메웨지감자(02)(05)(06)","342kcal","쇠고기미역국(05)(06)(16)","30.52kcal","꼬치어묵국(05)(06)","160.89kcal","","",""
"","포테이토크림스프(완)(02)(05)(06)(10)(15)(16)","88kcal","순살불족발","540.06kcal","신전st떡볶이(02)(05)(06)(08)(12)(15)(16)(18)","326.22kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","햄계란찜(01)(05)(06)(10)","113.59kcal","김말이튀김(05)(06)(13)(16)","298.5kcal","","",""
"","","","날치알마요(01)(05)(06)","407.26kcal","단무지무침","6.3kcal","","",""
"","","","깻잎쌈무(05)(06)(13)","43.64kcal","남양유업,과수원사과,190ml","46kcal","","",""
"","","","백김치(수의)","14.7kcal","","","","",""
"","","","동아오츠카포카리스웨트340ml 캔","85kcal","","","","",""
"2026-03-14(토)","새우완탕(01)(05)(06)(09)(18)","690.25kcal","계란볶음밥(05)(06)(10)(16)","55kcal","김치볶음밥(완)(02)(05)(06)(09)(16)(18)","389.5kcal","","","2819.16kcal"
"","","","볶음짬뽕(01)(05)(06)(10)(15)(16)(17)(18)","657.78kcal","유부주머니어묵탕(05)(06)(09)(10)(13)(16)","102.76kcal","","",""
"","","","납작군만두(05)(06)(10)","127kcal","바베큐폭립(02)(05)(06)(10)(16)","363.2kcal","","",""
"","","","단무지무침","6.3kcal","콘립구이(02)(05)(06)","224.8kcal","","",""
"","","","그릭요거트(02)","117.8kcal","망고샐러드(01)(05)(12)","84.57kcal","","",""
"","","","","","청량음료, 롯데칠성음료, 펩시제로슈거라임향, 250mL/캔","0.2kcal","","",""
"2026-03-15(일)","밥","350kcal","하이라이스(02)(05)(06)(10)(12)(15)(16)","549.28kcal","스팸마요덮밥(01)(05)(06)(10)(15)(18)","571.04kcal","","","3542.89kcal"
"","쇠고기당면국(05)(06)(16)","80.16kcal","나가사끼짬뽕국(05)(06)(09)(10)(17)(18)","168.36kcal","김치찌개(05)(06)(09)(10)(16)","79.99kcal","","",""
"","맛김","84kcal","등심돈가스&소스(01)(02)(05)(06)(10)(15)(16)","497.09kcal","계란볶이(01)","172.34kcal","","",""
"2026-02-14(토)","콩나물국(02)(05)(06)(09)(16)","14.57kcal","참치마요주먹밥(01)(05)(06)","409.4kcal","오므라이스(01)(02)(05)(06)(10)(15)(16)(18)","431.5kcal","","","2421.01kcal"
"","보쌈김치","12.5kcal","비빔국수(05)(06)","36.99kcal","어묵김치찌개(02)(05)(06)(09)(10)(16)","111.37kcal","","",""
"","","","모듬쌈&우렁쌈장(05)(06)(18)","98.07kcal","구슬비프스테이크(05)(10)(16)","548.08kcal","","",""
"","","","보쌈&족발(09)(10)","576.9kcal","감자샐러드(완)(01)(02)(05)(06)","104.63kcal","","",""
"","","","청량음료, 코카콜라음료, 코카콜라제로, 250mL/캔","5kcal","깍두기(다수공급자)","0kcal","","",""
"","","","바나나","72kcal","","","","",""
"2026-02-15(일)","밥","350kcal","밥","350kcal","베이컨스크램블덮밥(01)(05)(06)(18)","558.57kcal","","","3230.94kcal"
"","도가니탕(완)(16)","396.14kcal","배추된장국(05)(06)(09)(16)","48.09kcal","꼬치어묵국(05)(06)","160.77kcal","","",""
"","언양식불고기(완)(16)","264.4kcal","고구마떡닭갈비(06)(15)","274.17kcal","국물떡볶이(05)(06)","189.8kcal","","",""
"","오징어젓무침(17)","25.6kcal","쌈무(13)","7.5kcal","김말이튀김(05)(06)(13)(16)","298.5kcal","","",""
"","배추김치(다수공급자)(09)","12.25kcal","진미채무침(완)(05)(06)(17)","55.6kcal","단무지무침","6.3kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","배추김치(다수공급자)(09)","12.25kcal","롯데칠성음료,칠성사이다제로,355mL/캔","40kcal","","",""
"","","","남양유업,과수원사과,190ml","46kcal","","","","",""
"2026-02-16(월)","스크램블에그(01)(05)(12)","122.37kcal","잡곡밥","326.87kcal","고깃집볶음밥(10)","711.63kcal","","","3791.63kcal"
"","모듬소시지구이(01)(05)(10)(12)(13)(15)(16)","264.8kcal","호박된장찌개(02)(05)(06)(16)","82.75kcal","청국장(05)(09)(16)","52.54kcal","","",""
"","포테이토크림스프(완)(02)(05)(06)(10)(15)(16)","88kcal","잡채(01)(05)(06)(10)(16)","165.98kcal","스틱돈까스(05)(06)(10)","420kcal","","",""
"","몽블랑(01)(02)(05)(06)","658.9kcal","제육볶음(05)(06)(10)(18)","406.34kcal","계란후라이(완)(01)(05)(18)","182.7kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","떠먹는발효유(딸기)(02)(16)","80kcal","ABC주스","50kcal","","",""
"","","","명이나물절임(05)(06)","19.25kcal","배추김치(다수공급자)(09)","12.25kcal","","",""
"","","","배추김치(다수공급자)(09)","12.25kcal","","","","",""
"2026-02-17(화)","밥(소)","105kcal","밥","350kcal","베이컨김치볶음밥(05)(06)(09)(18)","444.32kcal","","","3742.51kcal"
"","사골떡만둣국(01)(05)(10)(16)","399.39kcal","쇠고기육개장(완)","0.14kcal","팽이버섯두부국(02)(05)(06)(16)","44.09kcal","","",""
"","동그랑땡(01)(05)(06)(10)(12)","340.61kcal","매운돼지갈비찜(05)(06)(10)","385.66kcal","버팔로치킨봉&윙(01)(05)(06)(13)(15)(16)","725.88kcal","","",""
"","명태회무침","104.42kcal","모듬전(01)(02)(05)(06)(08)(10)(12)(13)(16)(17)","211kcal","모듬피클","41.4kcal","","",""
"","티라미수컵케익","200kcal","찹쌀약과","0kcal","푸실리샐러드(완)(05)(06)(12)(16)","71.6kcal","","",""
"","배추김치(다수공급자)(09)","12.25kcal","유과","20kcal","청량음료, 코카콜라음료, 코카콜라, 250mL/캔","108kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","백김치(09)","14.7kcal","","","","",""
"","","","배(신고)","29.05kcal","","","","",""
"2026-02-18(수)","간장계란밥(01)","421.9kcal","흑미밥","334.37kcal","돼지고기덮밥(05)(06)(10)(18)","589.47kcal","","","3413.94kcal"
"","쇠고기무국(02)(05)(06)(16)","74.39kcal","설렁탕(완)(16)","680.31kcal","얼큰콩나물국(05)(09)","33.14kcal","","",""
"","김자반","30.7kcal","두부김치(05)(06)(10)","300.58kcal","비엔나구이&케찹(05)(10)(12)(16)","302.79kcal","","",""
"","미트볼피망조림(01)(02)(05)(06)(10)(12)(15)","316.85kcal","낙지젓(17)","35.99kcal","오꼬노미야끼(05)(06)(10)(11)(12)(15)(17)(18)","132.9kcal","","",""
"","배추김치(다수공급자)(09)","12.25kcal","석박지(09)","13.3kcal","하루견과","0kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","","","깍두기(다수공급자)","0kcal","","",""
"","우유에 타먹는 가루","","","","","","","",""
"2026-02-19(목)","머쉬룸크림스프(완)(02)(05)(06)(15)","180kcal","목살필라프(01)(05)(06)(10)(15)(18)","713.08kcal","후리가케밥(소량)(05)(06)","141.2kcal","","","4234.43kcal"
"","모닝빵&참치샐러드(01)(05)(06)(12)(18)","692.4kcal","콩비지찌개(05)(09)(10)","146.16kcal","돈코츠라멘(01)(05)(06)(10)(16)","407.16kcal","","",""
"","닭가슴살샐러드(05)(06)(18)","193.73kcal","청양크림돈가스(01)(02)(05)(06)(10)(15)(16)","644.68kcal","볼카츠(02)(05)(06)(10)","249.75kcal","","",""
"","맥스봉소시지(01)(02)(05)(06)(16)","100kcal","계란후라이(완)(01)(05)(18)","182.7kcal","단무지무침","6.3kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","사과양배추샐러드(05)(06)","209.27kcal","매일두유 초콜릿 190ml(05)","140kcal","","",""
"","","","마시는발효유","93kcal","","","","",""
"","","","깍두기(다수공급자)","0kcal","","","","",""
"2026-02-20(금)","밥","350kcal","밥(소)","105kcal","밥","350kcal","","","3071.73kcal"
"","얼큰오징어무국(05)(06)(09)(17)","103.98kcal","잔치국수(01)(05)(06)(10)","455.09kcal","만두순두부찌개(01)(05)(06)(09)(10)(15)(16)(17)(18)","267.31kcal","","",""
"","돼지고기콩나물볶음(05)(06)(10)(18)","214.78kcal","마늘보쌈(05)(06)(09)(10)(15)","324.71kcal","궁중닭찜(05)(06)(15)(16)","402.59kcal","","",""
"","참치두부조림(05)(06)","153.91kcal","알배기배추&깻잎&쌈장(05)(06)","44.47kcal","오이양파무침(05)(06)","22.89kcal","","",""
"","배추김치(다수공급자)(09)","12.25kcal","배추겉절이","47.5kcal","배추김치(다수공급자)(09)","12.25kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","","","상온주스, 매일유업, 피크닉사과, 240mL","70kcal","","",""
"2026-02-21(토)","모듬피클","41.4kcal","언양식납작불고기랩(06)(12)(16)","385.02kcal","밥","350kcal","","","3295.54kcal"
"","팬네샐러드(01)(05)(06)","104.1kcal","타워함박스테이크(02)(05)(06)(10)(12)(15)(16)","429.5kcal","순살감자탕(완)(02)(05)(06)(10)(16)","782.64kcal","","",""
"","","","대패삼겹김치파스타(05)(06)(10)(18)","860.17kcal","야채고기말이(05)(06)(10)(15)(16)(18)","91.96kcal","","",""
"","","","롯데칠성음료,펩시제로슈거라임향,355mL/캔","1kcal","분홍소시지전(05)","102.5kcal","","",""
"","","","","","배추김치(다수공급자)(09)","12.25kcal","","",""
"","","","","","우유(백색우유(200ML,연간))(02)","135kcal","","",""
"2026-02-22(일)","밥","350kcal","밥","350kcal","불고기비빔밥(05)(06)(10)(18)","995.58kcal","","","3455.21kcal"
"","감자수제비(01)(05)(06)","229.29kcal","얼큰쇠고기무국(02)(05)(06)(16)","63.19kcal","파송송계란국(01)(02)(05)(06)(09)(16)","73.2kcal","","",""
"","베이컨구이(05)(06)","101.5kcal","닭고기카레떡볶음(05)(06)(15)","271.52kcal","고추마요치킨(01)(05)(06)","152.29kcal","","",""
"","매콤볼어묵조림(17)(05)(06)","145.62kcal","맛김","84kcal","치킨무(13)","6kcal","","",""
"","배추김치(다수공급자)(09)","12.25kcal","두부조림(05)(06)","122.02kcal","파김치(05)(09)","10.5kcal","","",""
"","스포츠음료또는에너지음료, (주문자상표부착)빙그레, 더단백밸런스오리지널, 190mL","173kcal","배추김치(다수공급자)(09)","12.25kcal","우유(백색우유(200ML,연간))(02)","135kcal","","",""
"","","","카페라떼(02)","168kcal","","","","",""
"2026-02-23(월)","밥","350kcal","토마토해물스파게티(02)(05)(06)(09)(16)(18)","520.65kcal","하이라이스(02)(05)(06)(10)(12)(15)(16)","549.28kcal","","","3136.80kcal"
"","굴림만두계란탕(01)(05)(06)(10)(16)","330.27kcal","유부주머니어묵탕(05)(06)(09)(10)(13)(16)","102.76kcal","김치어묵국(05)(06)(09)","100.95kcal","","",""
"","깻잎육전(01)(05)(06)(10)","130.5kcal","모듬피클","41.4kcal","지파이&치폴레소스(01)(05)(06)(12)(13)(15)(16)","353.35kcal","","",""
"","진미채무침(완)(05)(06)(17)","55.6kcal","케이준샐러드(01)(05)(06)(15)(16)","348.79kcal","깍두기(다수공급자)","0kcal","","",""
"","배추김치(다수공급자)(09)","12.25kcal","참다래(12월익년2월)","61kcal","웅진식품,웅진자연은샤인머스켓,340ml","45kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","","","","","","",""
"2026-02-24(화)","타코샌드위치(01)(05)(06)(12)(13)(15)(16)(18)","361.41kcal","밥","350kcal","나시고랭볶음밥(완)","300kcal","","","3451.74kcal"
"","콘소메웨지감자(02)(05)(06)","342kcal","명태매운탕(02)(05)(06)(16)","113.91kcal","쌀국수(05)(06)(08)(16)(18)","458.48kcal","","",""
"","코울슬로(완)(01)(05)","59.4kcal","묵은지들기름볶음(05)","144.36kcal","고기짜조(01)(05)(06)(10)(13)(16)","359.9kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","돼지갈비폭찹(02)(05)(06)(10)(12)(15)(16)(18)","417.58kcal","양파절임(05)(06)","29.35kcal","","",""
"","","","녹두전(05)(06)","278.35kcal","갈배사이다 제로 355ml","","","",""
"","","","드링킹요구르트(사과)(02)(05)","102kcal","","","","",""
"2026-02-25(수)","밥","350kcal","밥","350kcal","쭈꾸미덮밥(05)(06)","470.11kcal","","","3655.28kcal"
"","쇠고기당면국(02)(05)(06)(16)","80.11kcal","섭국(01)(05)(06)(09)(17)(18)","148.16kcal","감자옹심이국(02)(05)(06)(09)(16)","106.78kcal","","",""
"","비엔나소시지케찹볶음(05)(06)(10)(12)(16)","300.52kcal","매운오징어볶음(05)(06)(10)(17)(18)","323.27kcal","돈가스(05)(06)(12)(16)(18)","306.25kcal","","",""
"","계란장조림","133.2kcal","소바바치킨(05)","420kcal","계란후라이(완)(01)(05)(18)","182.7kcal","","",""
"","배추김치","13.3kcal","오이풋고추된장무침(05)(06)","46.18kcal","떠먹는발효유","275kcal","","",""
"","우유에 타먹는 가루","","백김치(09)","14.7kcal","깍두기(다수공급자)","0kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","","","","","","",""
"2026-02-26(목)","싸이버거(01)(02)(05)(06)(12)(13)(16)","913.61kcal","해물칼국수(05)(06)(09)(17)(18)","462.05kcal","김가루주먹밥","135.7kcal","","","3559.09kcal"
"","스크램블에그(01)(05)(12)","122.37kcal","찰보리비빔밥&볶음고추장(06)","129.32kcal","매콤모듬어묵국(05)(06)(09)","53.89kcal","","",""
"","단호박크림스프(02)(05)(06)(15)","188kcal","고기완자전(완)(05)","243kcal","신전st떡볶이(05)(06)","261.34kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","파채무침(05)(06)","11.93kcal","옛날통닭(05)(06)(15)","812.4kcal","","",""
"","","","배추겉절이","47.5kcal","치킨무(13)","6kcal","","",""
"","","","한라봉","31.98kcal","청량음료, 코카콜라음료, 코카콜라제로, 250mL/캔","5kcal","","",""
"2026-02-27(금)","밥","350kcal","흑미밥","334.37kcal","밥","350kcal","","","3502.04kcal"
"","사골시래기된장국(05)(16)","416.06kcal","소고기우거지해장국(05)(06)(16)","59.06kcal","등뼈감자탕(05)(06)(10)","331.87kcal","","",""
"","베이컨야채볶음(05)(06)","221.11kcal","유린기(05)(06)(15)(18)","351.41kcal","납작군만두(05)(06)(10)","127kcal","","",""
"","돼지고기장조림(05)(06)(10)","176kcal","옥두어구이(05)","100.95kcal","닭고기단호박조림(05)(06)(15)","287.11kcal","","",""
"","가공우유(초코맛)(02)","220kcal","배추겉절이","47.5kcal","양념깻잎지(완)(05)(06)","18kcal","","",""
"","석박지(09)","13.3kcal","","","배추김치","13.3kcal","","",""
"","","","","","웅진식품,자연은고칼슘오렌지,180ml","85kcal","","",""
"2026-02-28(토)","왕새우튀김(01)(05)(09)","419.4kcal","밥","350kcal","밥","350kcal","","","2528.95kcal"
"","","","아비꼬카레(10)","110.91kcal","차돌샤브샤브(05)(06)(09)(16)","117.17kcal","","",""
"","","","김치어묵우동(01)(05)(06)(07)","385.28kcal","부대볶음(02)(05)(06)(10)(12)(15)(16)(18)","148.38kcal","","",""
"","","","더블치즈롤카츠(05)(06)(12)(16)(18)","137.5kcal","오이부추무침(05)(06)","10.31kcal","","",""
"","","","콘샐러드(완)(01)(05)","105kcal","생크림크로와상","210kcal","","",""
"","","","깍두기(다수공급자)","0kcal","깍두기(다수공급자)","0kcal","","",""
"","","","파김치(05)(09)","10.5kcal","동아오츠카 나랑드사이다 180ml 캔","50kcal","","",""
"2026-01-30(금)","밥","350kcal","밥","350kcal","돈코츠라멘(01)(05)(06)(10)(16)","627.16kcal","","","3438.21kcal"
"","사골곰탕(16)","246.26kcal","쇠고기육개장(01)(05)(06)(16)","116.71kcal","후리가케밥(소량)(04)(05)(06)","140.85kcal","","",""
"","돼지고기김치볶음(05)(06)(10)","194.21kcal","닭고기카레떡볶음(05)(06)(15)","298.47kcal","오꼬노미야끼(05)(06)(10)(11)(12)(15)(17)(18)","132.9kcal","","",""
"","두부조림(05)(06)","124.78kcal","방어순살튀김마늘간장소스(05)(06)(07)","204.37kcal","단무지부추무침","9.16kcal","","",""
"","크래미스크램블(01)(05)(06)(08)(12)","100.84kcal","떠먹는발효유","275kcal","동아오츠카포카리스웨트340ml 캔","85kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","배추겉절이","47.5kcal","","","","",""
"2026-01-31(토)","꼬치어묵국(05)(06)","167.59kcal","참치마요덮밥(01)(05)(06)(15)(18)","683.1kcal","밥","350kcal","","","2978.20kcal"
"","","","마늘보쌈(09)","780kcal","얼큰쇠고기무국(05)(06)(16)","64.44kcal","","",""
"","","","무말랭이무침(완)","42.63kcal","마파두부(05)(06)(10)","174.91kcal","","",""
"","","","모듬쌈&우렁쌈장(05)(06)(18)","102.93kcal","궁중닭찜(05)(06)(15)","301.17kcal","","",""
"","","","보쌈김치","12.5kcal","감자샐러드(완)(01)(02)(05)(06)","104.63kcal","","",""
"","","","남양유업,과수원사과,190ml","46kcal","배추김치","13.3kcal","","",""
"","","","","","우유(백색우유(200ML,연간))(02)","135kcal","","",""
"2026-02-01(일)","밥","350kcal","김치알밥(05)(06)(08)(12)","453.57kcal","밥","350kcal","","","2997.06kcal"
"","새우순두부계란탕(01)(05)(09)","125.16kcal","우동장국(01)(05)(06)","51.84kcal","유채나물된장국(05)(06)(09)","64.48kcal","","",""
"","너비아니(02)(05)(06)(10)(12)(15)(16)","93.1kcal","에그카츠(01)(05)(06)(10)(12)(16)(18)","367kcal","쇠고기불고기(05)(06)(16)","502.94kcal","","",""
"","매콤볼어묵조림(17)(05)(06)","145.62kcal","파스타샐러드(완)(01)","145.6kcal","명이나물절임(05)(06)","19.25kcal","","",""
"","배추김치(다수공급자)(09)","12.25kcal","깍두기(다수공급자)","0kcal","드링킹요구르트(베리)","50kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","커피음료,","119kcal","배추김치(다수공급자)(09)","12.25kcal","","",""
"2026-02-02(월)","밥","350kcal","굴영양밥&양념장(05)(06)(18)","462.96kcal","아비꼬카레(10)","110.91kcal","","","2872.82kcal"
"","콩나물김치국(05)(09)","22.75kcal","돼지고기애호박찌개(02)(05)(06)(10)(16)","83.6kcal","밥","350kcal","","",""
"","햄구이(10)(12)","180.48kcal","청양풍닭볶음(05)(06)(15)","193.68kcal","순두부찌개(01)(02)(05)(06)(10)(16)(18)","89.63kcal","","",""
"","메추리알장조림(완)(01)(05)(06)","216kcal","오이풋고추된장무침(05)(06)","46.18kcal","치킨가라아게(01)(05)(06)(15)","434.85kcal","","",""
"","깍두기(다수공급자)","0kcal","마시는발효유","93kcal","후르츠칵테일샐러드(01)(05)","86.53kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","배추김치(다수공급자)(09)","12.25kcal","깍두기(다수공급자)","0kcal","","",""
"","우유에 타먹는 가루","","","","청량음료, 코카콜라음료, 코카콜라제로, 250mL/캔","5kcal","","",""
"2026-02-03(화)","스크램블에그(01)(05)(12)","122.37kcal","잡곡밥","326.87kcal","마제소바덮밥(01)(04)(05)(06)(07)(10)(18)","662.57kcal","","","3197.38kcal"
"","단호박크림스프(02)(05)(06)(15)","188kcal","우렁강된장찌개(05)(06)(18)","74.11kcal","유부어묵국(17)(05)(06)","85.34kcal","","",""
"","닭가슴살소시지(01)","34.9kcal","잡채(01)(05)(06)(10)(16)","165.98kcal","피자","0kcal","","",""
"","햄&치즈크로와상(01)(02)(05)(06)(10)","509.9kcal","삼겹살구이(10)","582.79kcal","타코야끼(01)(05)(06)(07)(15)(18)","145.58kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","알배기배추&깻잎&쌈장(05)(06)","44.47kcal","깍두기(다수공급자)","0kcal","","",""
"","","","배추겉절이","47.5kcal","","","","",""
"","","","바나나","72kcal","","","","",""
"2026-02-04(수)","밥","350kcal","잡곡밥","326.87kcal","밥","350kcal","","","3190.60kcal"
"","꼬꼬떡국(01)(02)(15)(16)","435.05kcal","한우소머리국밥(10)","223.93kcal","김치찌개(02)(05)(06)(09)(10)(16)","79.95kcal","","",""
"","두부부침&양념장(05)(06)","199.42kcal","애호박나물(05)(09)(16)","102.03kcal","쇠고기팽이버섯볶음(05)(06)(16)(18)","331.92kcal","","",""
"","진미채무침(완)(05)(06)(17)","55.6kcal","삼치무조림(05)(06)(07)","106.26kcal","감자전(완)(06)","14.4kcal","","",""
"","그릭요거트(02)(06)","86.5kcal","명태회무침","104.42kcal","갓김치(09)","8.75kcal","","",""
"","배추김치(다수공급자)(09)","12.25kcal","씨앗호떡(06)","306kcal","웅진식품,자연은고칼슘오렌지,180ml","85kcal","","",""
"","","","배추김치(다수공급자)(09)","12.25kcal","","","","",""
"2026-02-05(목)","밥","350kcal","잡곡밥","326.87kcal","가츠동덮밥(01)(05)(06)(10)","778.03kcal","","","2913.08kcal"
"","새우살감자국(05)(06)(09)","73.53kcal","도토리묵국(01)(05)(10)","48.74kcal","우동장국(01)(05)(06)","51.84kcal","","",""
"","돼지고기김치볶음(05)(06)(10)","151.84kcal","매운오징어볶음(05)(06)(10)(17)(18)","323.27kcal","계란볶이(01)","219.34kcal","","",""
"","김자반","30.7kcal","취나물무침(05)(06)","17.16kcal","콘치즈오븐구이(01)(02)(05)(06)","91.21kcal","","",""
"","가쓰오계란말이(01)(05)(06)(12)(15)(18)","79.07kcal","배추겉절이","47.5kcal","드링킹요구르트(사과)(02)(05)","102kcal","","",""
"","가공우유(바나나맛)(02)","190kcal","한라봉","31.98kcal","깍두기(다수공급자)","0kcal","","",""
"2026-02-06(금)","뉴욕핫도그(01)(02)(05)(06)(10)(12)(15)","438.32kcal","밥","350kcal","밥","350kcal","","","2745.56kcal"
"","오지치즈후라이 (05)","137.7kcal","순두부백탕(01)(05)(06)(09)(18)","82.59kcal","고깃집된장찌개(05)(06)(10)(16)(18)","108.64kcal","","",""
"","참치나쵸샐러드(05)(12)(13)","269.95kcal","불막창야채볶음(05)(06)(10)","364.89kcal","오리불고기(05)","60.13kcal","","",""
"","우유(백색우유(200ML,연간))(02)","135kcal","옥수수계란찜(01)(05)","110.88kcal","오이부추무침(05)(06)","10.31kcal","","",""
"","","","날치알마요(01)(05)(06)","55.94kcal","망고샐러드(01)(05)","84.57kcal","","",""
"","","","깻잎쌈무(05)(06)(13)","43.64kcal","파김치(05)(09)","10.5kcal","","",""
"","","","배추겉절이","47.5kcal","동아오츠카포카리스웨트340ml 캔","85kcal","","",""
"2026-02-07(토)","나가사끼짬뽕국(05)(06)(09)(10)(17)(18)","168.36kcal","달걀케첩볶음밥(01)(05)(12)","480.17kcal","밥","350kcal","","","3183.66kcal"
